"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    
          0,           0,         789,      -9.409700025,      -7.819063566,      -9.104509329,      -11.58513747
          0,           0,         790,       -9.27474325,      -7.821762564,      -9.026772557,      -11.59565637
          0,           0,         791,      -9.367725317,      -7.822489815,        -9.0903801,      -11.59413304
          0,           0,         792,      -9.411604371,      -7.823867316,       -9.10588236,      -11.59087739
          0,           0,         793,      -9.277973329,      -7.826555528,      -9.029353063,      -11.60143877
          0,           0,         794,      -9.371084887,      -7.827289937,       -9.09266726,      -11.59990412
          0,           0,         795,       -9.41480389,       -7.82866933,      -9.108503308,      -11.59662231
          0,           0,         796,       -9.28244961,      -7.831357531,       -9.03325062,      -11.60722559
          0,           0,         797,      -9.375839572,      -7.832098112,      -9.096312158,       -11.6056775
          0,           0,         798,      -9.420134068,      -7.833482875,      -9.112290591,      -11.60236705
          0,           0,         799,      -9.287654426,      -7.836176403,      -9.037123696,      -11.61300998
          0,           0,         800,      -9.380915424,      -7.836912858,      -9.100037972,      -11.61144624
          0,           0,         801,      -9.424879875,        -7.8382947,      -9.115920468,      -11.60810339
          0,           0,         802,      -9.291911579,      -7.840985603,      -9.040463666,      -11.61878302
          0,           0,         803,      -9.385482749,      -7.841720619,      -9.103395641,      -11.61986241
          0,           0,         804,      -9.470609323,      -7.842445439,       -9.14665775,      -11.61827345
          0,           0,         805,      -9.497299297,      -7.843833044,      -9.155054903,      -11.61486245
          0,           0,         806,      -9.304918821,      -7.846507795,      -9.053906782,      -11.62554013
          0,           0,         807,      -9.399900254,      -7.847219916,      -9.115515195,      -11.62659584
          0,           0,         808,      -9.482935339,      -7.847928013,      -9.161415959,      -11.62496658
          0,           0,         809,      -9.508733838,      -7.849310707,      -9.166297699,      -11.62149812
          0,           0,         810,      -9.313488751,      -7.852004429,      -9.062702265,      -11.63220646
          0,           0,         811,       -9.41091659,      -7.852716668,      -9.125731824,       -11.6332536
          0,           0,         812,      -9.495695662,      -7.853427098,      -9.172671992,      -11.63159671
          0,           0,         813,      -9.521546596,      -7.854815312,      -9.177869092,      -11.62807499
          0,           0,         814,      -9.320554964,      -7.857505373,      -9.071394017,      -11.63880278
          0,           0,         815,      -9.417769188,      -7.858204748,       -9.13473317,      -11.63983872
          0,           0,         816,      -9.502124877,      -7.858905543,      -9.181261379,      -11.63815338
          0,           0,         817,      -9.527272699,      -7.860281484,      -9.185553146,      -11.63458052
          0,           0,         818,      -9.325532793,      -7.862948595,      -9.077483573,      -11.64532826
          0,           0,         819,      -9.422556889,      -7.863645851,      -9.141113225,      -11.64635699
          0,           0,         820,      -9.506608853,      -7.864344001,      -9.187814742,      -11.64464811
          0,           0,         821,      -9.532095772,      -7.865714919,      -9.191940008,      -11.64103173
          0,           0,         822,      -9.332554356,      -7.868379856,      -9.084207772,      -11.65180476
          0,           0,         823,      -9.428950705,      -7.869076112,      -9.147923126,      -11.65283007
          0,           0,         824,      -9.512596783,      -7.869773842,      -9.194889615,      -11.65110241
          0,           0,         825,      -9.537866439,       -7.87114523,       -9.19922612,      -11.64744823
          0,           0,         826,      -9.338974878,      -7.873810697,      -9.091990584,      -11.65825185
          0,           0,         827,       -9.43519686,      -7.874514313,      -9.155639275,       -11.6592748
          0,           0,         828,      -9.519083175,      -7.875217035,      -9.202588376,      -11.65752883
          0,           0,         829,      -9.544429736,      -7.876593024,      -9.207046715,      -11.65383617
          0,           0,         830,      -9.344868511,      -7.879260177,      -9.099612394,       -11.6646728
          0,           0,         831,      -9.441267118,      -7.879968889,      -9.163077203,      -11.66569267
          0,           0,         832,      -9.525390853,      -7.880674968,      -9.209647491,      -11.66392656
          0,           0,         833,      -9.550660319,       -7.88205283,      -9.213854481,      -11.66019272
          0,           0,         834,       -9.34991773,      -7.884715189,       -9.10578745,      -11.67106269
          0,           0,         835,       -9.44675346,       -7.88542608,      -9.168935833,      -11.67207875
          0,           0,         836,      -9.531025239,      -7.886133247,      -9.215022496,      -11.67029103
          0,           0,         837,      -9.556114902,      -7.887509237,       -9.21882148,      -11.66651499
          0,           0,         838,       -9.35475321,      -7.890163642,       -9.11031921,      -11.67741761
          0,           0,         839,      -9.451963044,      -7.890873413,      -9.173123579,      -11.67842982
          0,           0,         840,      -9.536297184,      -7.891579253,      -9.218923293,      -11.67662072
          0,           0,         841,      -9.561193033,       -7.89295136,      -9.222450247,      -11.67280414
          0,           0,         842,      -9.359962245,      -7.895601082,      -9.113971817,       -11.6837393
          0,           0,         843,      -9.457226709,      -7.896307006,      -9.176577314,      -11.68474831
          0,           0,         844,      -9.541543828,      -7.897009994,       -9.22239533,      -11.68291965
          0,           0,         845,      -9.566340756,       -7.89837901,      -9.225936944,      -11.67906626
          0,           0,         846,      -9.365802792,       -7.90103029,      -9.117931425,      -11.69003525
          0,           0,         847,      -9.462813807,      -7.901731595,      -9.180580068,      -11.69104203
          0,           0,         848,      -9.547042746,      -7.902431783,      -9.226646944,      -11.68919563
          0,           0,         849,      -9.571917195,       -7.90380032,      -9.230428346,      -11.68530772
          0,           0,         850,       -9.37231754,      -7.906458142,       -9.12310162,      -11.69631171
          0,           0,         851,      -9.468934142,      -7.907155757,      -9.185983266,      -11.69731694
          0,           0,         852,      -9.553011332,      -7.907854224,      -9.232376437,      -11.69545395
          0,           0,         853,      -9.578078065,       -7.90922468,      -9.236425727,      -11.69153253
          0,           0,         854,      -9.379229649,      -7.911889919,      -9.129608701,      -11.70257266
          0,           0,         855,      -9.475491046,      -7.912585484,      -9.192776205,      -11.70357672
          0,           0,         856,      -9.559397007,      -7.913283385,      -9.239440378,      -11.70169737
          0,           0,         857,       -9.58463085,      -7.914656369,      -9.243608799,      -11.69774217
          0,           0,         858,      -9.385989126,      -7.917325489,      -9.136830981,      -11.70881867
          0,           0,         859,      -9.482057884,      -7.918020555,      -9.200218672,      -11.70691821
          0,           0,         860,      -9.521526169,      -7.919374586,      -9.213892792,      -11.70295109
          0,           0,         861,      -9.385074984,       -7.92204997,      -9.133000626,      -11.71409944
          0,           0,         862,      -9.480221808,      -7.922759388,      -9.198912876,      -11.71512327
          0,           0,         863,        -9.5662555,      -7.923470042,      -9.243772392,      -11.71323233
          0,           0,         864,      -9.591872723,      -7.924847001,      -9.251196888,      -11.70923194
          0,           0,         865,       -9.39419164,      -7.927490396,      -9.145668687,      -11.72038276
          0,           0,         866,      -9.488158575,      -7.928183894,      -9.207925053,      -11.72138888
          0,           0,         867,      -9.570328299,      -7.928878517,        -9.2539754,      -11.71946821
          0,           0,         868,      -9.595351351,      -7.930243571,      -9.257486692,      -11.71542928
          0,           0,         869,      -9.400565442,      -7.932897562,      -9.151773532,      -11.72662606
          0,           0,         870,      -9.497073104,      -7.933605166,      -9.215076327,      -11.72763343
          0,           0,         871,      -9.581322959,      -7.934311363,      -9.262461454,      -11.72569705
          0,           0,         872,      -9.606908853,      -7.935690296,      -9.266766298,      -11.72162429
          0,           0,         873,      -9.407109139,      -7.938356789,      -9.159344619,      -11.73285738
          0,           0,         874,      -9.504012371,       -7.93905781,      -9.222512079,      -11.73385975
          0,           0,         875,      -9.588408856,      -7.939759316,       -9.26919767,      -11.73190221
          0,           0,         876,      -9.612905163,      -7.941130773,      -9.272657963,      -11.72778982
          0,           0,         877,      -9.409458024,      -7.943771513,      -9.163175401,      -11.73905432
          0,           0,         878,       -9.50720414,       -7.94447384,      -9.226266897,      -11.74005183
          0,           0,         879,      -9.591926671,      -7.945174653,      -9.272634068,      -11.73807318
          0,           0,         880,      -9.616827846,      -7.946540013,       -9.27562907,      -11.73392298
          0,           0,         881,      -9.414611407,      -7.949176057,      -9.166053698,      -11.74521836
          0,           0,         882,      -9.512259182,      -7.949870287,      -9.229032602,      -11.74621332
          0,           0,         883,      -9.596475719,      -7.950565642,      -9.275497968,      -11.74421758
          0,           0,         884,      -9.620970425,      -7.951925872,      -9.278569462,      -11.74003636
          0,           0,         885,      -9.420124242,      -7.954560054,       -9.17002516,      -11.75136526
          0,           0,         886,      -9.517446509,      -7.955254651,      -9.232963738,      -11.75235985
          0,           0,         887,      -9.601658623,      -7.955950581,      -9.279738712,      -11.75035054
          0,           0,         888,      -9.626275844,       -7.95731316,      -9.283255153,       -11.7461425
          0,           0,         889,      -9.426603051,      -7.959956429,      -9.175708261,      -11.75750804
          0,           0,         890,      -9.523425911,      -7.960651504,      -9.238775574,      -11.75850289
          0,           0,         891,       -9.60763779,      -7.961348491,      -9.285777437,      -11.75648059
          0,           0,         892,      -9.632438302,      -7.962715777,       -9.28957724,       -11.7522451
          0,           0,         893,      -9.433086523,      -7.965368382,      -9.182360962,      -11.76364863
          0,           0,         894,      -9.529582286,      -7.966063948,      -9.245594507,      -11.76160538
          0,           0,         895,      -9.569105026,      -7.967414681,      -9.259297505,       -11.7573611
          0,           0,         896,      -9.432285612,       -7.97007892,      -9.178162509,      -11.76883933
          0,           0,         897,      -9.527792635,      -7.970789127,      -9.243959865,      -11.76681073
          0,           0,         898,      -9.571403372,      -7.972152344,      -9.260099951,      -11.76256583
          0,           0,         899,      -9.434434122,      -7.974805817,      -9.180544034,      -11.77408497
          0,           0,         900,       -9.52739216,      -7.975513342,      -9.244583565,      -11.77205095
          0,           0,         901,      -9.570319443,      -7.976866278,      -9.259583076,      -11.76779282
          0,           0,         902,      -9.437516028,      -7.979510374,      -9.181880205,      -11.77935733
          0,           0,         903,      -9.530163693,      -7.980223958,      -9.245727966,      -11.77732026
          0,           0,         904,       -9.57318085,      -7.981581782,      -9.261343586,      -11.77305077
          0,           0,         905,      -9.442619811,      -7.984239016,      -9.185515061,      -11.78466474
          0,           0,         906,      -9.535427593,      -7.984957558,      -9.249270656,      -11.78570182
          0,           0,         907,      -9.619836227,      -7.985672823,      -9.294065153,      -11.78365612
          0,           0,         908,      -9.645649614,      -7.987051678,       -9.30138519,      -11.77933824
          0,           0,         909,      -9.455015049,       -7.98970317,      -9.200063089,      -11.79095891
          0,           0,         910,      -9.549452627,      -7.990405796,      -9.262051321,       -11.7919741
          0,           0,         911,      -9.632499706,      -7.991108935,      -9.309154443,       -11.7898921
          0,           0,         912,      -9.657623593,      -7.992485793,      -9.313145525,      -11.78552588
          0,           0,         913,      -9.461662977,      -7.995152865,      -9.208348874,      -11.79718603
          0,           0,         914,       -9.55930498,      -7.995857891,      -9.271565503,       -11.7981938
          0,           0,         915,      -9.644461019,      -7.996563946,      -9.319299577,       -11.7960863
          0,           0,         916,      -9.669626783,      -7.997943759,      -9.323087482,      -11.79167281
          0,           0,         917,      -9.466423535,      -8.000598446,       -9.21437286,      -11.80335449
          0,           0,         918,       -9.56456093,      -8.001288319,      -9.277728926,      -11.80435117
          0,           0,         919,      -9.649330728,      -8.001982815,      -9.324885059,      -11.80221716
          0,           0,         920,      -9.673553085,      -8.003345419,      -9.327531033,      -11.79776014
          0,           0,         921,      -9.469591569,      -8.005970505,      -9.217201273,      -11.80946164
          0,           0,         922,      -9.567912955,      -8.006656494,      -9.280706789,      -11.81045269
          0,           0,         923,      -9.652446152,      -8.007346786,      -9.328144088,       -11.8083002
          0,           0,         924,      -9.676935449,       -8.00870187,       -9.33080382,      -11.80381271
          0,           0,         925,      -9.475864405,      -8.011327047,      -9.221472614,      -11.81554043
          0,           0,         926,      -9.573400376,      -8.012010329,      -9.285090956,      -11.81653095
          0,           0,         927,      -9.657529975,      -8.012699404,      -9.333040235,      -11.81436724
          0,           0,         928,      -9.681897114,      -8.014056496,      -9.336322367,      -11.80985775
          0,           0,         929,      -9.482435023,      -8.016691613,      -9.228398122,      -11.82161913
          0,           0,         930,      -9.579368435,      -8.017381868,      -9.292117963,      -11.82261084
          0,           0,         931,      -9.663662306,      -8.018076549,      -9.340269949,      -11.82043706
          0,           0,         932,      -9.688350512,      -8.019442919,      -9.344039441,      -11.81590412
          0,           0,         933,      -9.489021166,      -8.022090876,      -9.236585318,      -11.82770318
          0,           0,         934,      -9.585720561,      -8.022787045,      -9.300305044,      -11.82869516
          0,           0,         935,       -9.67011517,      -8.023486547,      -9.348189429,      -11.82650826
          0,           0,         936,      -9.694921899,      -8.024859836,      -9.351820165,      -11.82194625
          0,           0,         937,      -9.494662879,      -8.027510771,      -9.243792726,      -11.83378291
          0,           0,         938,      -9.591578609,      -8.028210192,      -9.307319995,      -11.83477363
          0,           0,         939,       -9.67600425,      -8.028911996,      -9.354735458,      -11.83257024
          0,           0,         940,       -9.70064107,      -8.030286224,      -9.357817057,       -11.8279753
          0,           0,         941,      -9.499423644,      -8.032930922,      -9.248851269,      -11.83984735
          0,           0,         942,      -9.596723804,       -8.03363002,      -9.312091355,      -11.84083602
          0,           0,         943,       -9.68118861,      -8.034330972,      -9.359197187,      -11.83861527
          0,           0,         944,      -9.705509144,      -8.035701262,      -9.361774434,       -11.8339885
          0,           0,         945,      -9.503839022,      -8.038338301,      -9.252157349,      -11.84589495
          0,           0,         946,      -9.601372168,      -8.039034125,      -9.315217736,      -11.84688191
          0,           0,         947,      -9.685894703,      -8.039732232,      -9.362333966,      -11.84464526
          0,           0,         948,      -9.709998711,      -8.041097855,      -9.364778495,      -11.83999018
          0,           0,         949,      -9.508572779,      -8.043732471,      -9.255196561,      -11.85193176
          0,           0,         950,      -9.606091721,      -8.044424363,      -9.318302922,      -11.85291809
          0,           0,         951,      -9.690647064,      -8.045119813,      -9.365682461,      -11.85066787
          0,           0,         952,      -9.714796917,      -8.046483754,      -9.368376151,      -11.84598743
          0,           0,         953,      -9.514143696,      -8.049122961,      -9.259433024,      -11.85796564
          0,           0,         954,      -9.611467271,      -8.049812238,      -9.322752624,       -11.8589522
          0,           0,         955,       -9.69597826,      -8.050506636,       -9.37046167,      -11.85668976
          0,           0,         956,      -9.720360814,      -8.051872739,      -9.373537391,      -11.85198477
          0,           0,         957,      -9.520498948,      -8.054520268,      -9.265337695,      -11.86400056
          0,           0,         958,      -9.617561055,      -8.055208838,      -9.328890727,      -11.86498769
          0,           0,         959,      -9.701956229,      -8.055903748,      -9.376829311,       -11.8627131
          0,           0,         960,      -9.726554318,      -8.057273854,      -9.380134825,      -11.85798272
          0,           0,         961,       -9.52700891,      -8.059927923,      -9.272242531,      -11.87003631
          0,           0,         962,      -9.623859215,      -8.060617182,      -9.335940309,      -11.86773761
          0,           0,         963,      -9.663529216,      -8.061966564,      -9.349899805,      -11.86300077
          0,           0,         964,       -9.52649516,      -8.064629737,      -9.268189859,      -11.87513143
          0,           0,         965,      -9.622171169,      -8.065334606,      -9.334485241,      -11.87614394
          0,           0,         966,      -9.708400592,      -8.066044697,      -9.380623956,      -11.87386746
          0,           0,         967,      -9.733137861,      -8.067423137,      -9.386922525,       -11.8691083
          0,           0,         968,      -9.534821178,      -8.070057881,      -9.280286846,      -11.88123794
          0,           0,         969,      -9.629420405,      -8.070746627,      -9.342894234,       -11.8822315
          0,           0,         970,      -9.712041663,       -8.07144035,      -9.390105217,      -11.87992634
          0,           0,         971,      -9.736411263,      -8.072806546,      -9.392732186,      -11.87513393
          0,           0,         972,      -9.541150313,      -8.075453192,      -9.285924562,      -11.88731162
          0,           0,         973,      -9.638153704,      -8.076154539,      -9.349526787,      -11.88830792
          0,           0,         974,      -9.722777285,      -8.076858808,      -9.398045059,      -11.88599037
          0,           0,         975,      -9.747654741,       -8.07823867,      -9.401399324,      -11.88117095
          0,           0,         976,      -9.547507592,      -8.080899183,      -9.292994011,      -11.89338556
          0,           0,         977,      -9.644858036,      -8.081593474,       -9.35651331,      -11.89437744
          0,           0,         978,      -9.729627647,      -8.082292892,      -9.404447443,      -11.89204129
          0,           0,         979,       -9.75350246,      -8.083665944,      -9.407062212,      -11.88718777
          0,           0,         980,      -9.549936101,      -8.086303843,      -9.296746234,      -11.89943337
          0,           0,         981,      -9.648068952,      -8.086998746,      -9.360277694,      -11.90042096
          0,           0,         982,       -9.73312845,      -8.087697212,      -9.407995848,      -11.89806635
          0,           0,         983,      -9.757452034,       -8.08906496,      -9.410257658,      -11.89318096
          0,           0,         984,      -9.555059334,      -8.091699955,      -9.299859171,      -11.90545708
          0,           0,         985,      -9.653087507,      -8.092387265,      -9.363372447,      -11.90644306
          0,           0,         986,      -9.737648744,      -8.093080855,       -9.41124383,      -11.90407444
          0,           0,         987,      -9.761641016,      -8.094444712,      -9.413633093,      -11.89916415
          0,           0,         988,      -9.560521713,      -8.097079143,      -9.304159925,      -11.91147311
          0,           0,         989,      -9.658247036,      -8.097767636,      -9.367685006,       -11.9124596
          0,           0,         990,      -9.742800848,      -8.098462453,       -9.41586071,      -11.91008022
          0,           0,         991,       -9.76691391,      -8.099829399,      -9.418666368,      -11.90514866
          0,           0,         992,      -9.566774083,      -8.102472535,       -9.31001547,      -11.91749383
          0,           0,         993,      -9.664061811,      -8.103162721,      -9.373654629,      -11.91848134
          0,           0,         994,      -9.748641288,      -8.103859338,      -9.422007376,      -11.91609156
          0,           0,         995,      -9.772902162,      -8.105231219,      -9.425027136,      -11.91113792
          0,           0,         996,      -9.572879643,      -8.107882512,      -9.316534143,      -11.92352099
          0,           0,         997,      -9.669916376,      -8.108574283,      -9.380279914,      -11.92110536
          0,           0,         998,       -9.70962861,      -8.109925626,        -9.3943054,      -11.91614547
          0,           0,         999,      -9.572190125,       -8.11258767,      -9.312038481,       -11.9286067
          0,           0,        1000,      -9.668130399,      -8.113295286,       -9.37838454,      -11.92621122
          0,           0,        1001,       -9.71152614,      -8.114660817,      -9.394689046,      -11.92125836
          0,           0,        1002,      -9.573801396,      -8.117313614,      -9.313770377,      -11.93376045
          0,           0,        1003,      -9.667303612,      -8.118019567,      -9.378466644,      -11.93136222
          0,           0,        1004,       -9.71007485,      -8.119375811,       -9.39369989,      -11.92640124
          0,           0,        1005,      -9.576567117,      -8.122020414,      -9.314608253,      -11.93894922
          0,           0,        1006,      -9.669781758,       -8.12273255,      -9.379153519,      -11.93655071
          0,           0,        1007,      -9.712676915,      -8.124094019,      -9.395013788,      -11.93158365
          0,           0,        1008,       -9.58152335,      -8.126753267,      -9.317816227,      -11.94418212
          0,           0,        1009,      -9.674879285,       -8.12746996,       -9.38229329,      -11.94521879
          0,           0,        1010,       -9.75956888,      -8.128187314,      -9.428478656,      -11.94281979
          0,           0,        1011,      -9.784541634,      -8.129573451,      -9.434778358,      -11.93780951
          0,           0,        1012,      -9.593498424,      -8.132227918,      -9.332136597,      -11.95041115
          0,           0,        1013,      -9.688559925,      -8.132927865,      -9.394721413,      -11.95142373
          0,           0,        1014,      -9.772065268,      -8.133632106,        -9.4430947,      -11.94898728
          0,           0,        1015,      -9.796608212,       -8.13501513,      -9.446357991,      -11.94393003
          0,           0,        1016,      -9.600429344,       -8.13768554,       -9.34055975,      -11.95657096
          0,           0,        1017,      -9.698550884,      -8.138386945,      -9.404250807,      -11.95757591
          0,           0,        1018,      -9.784085483,      -8.139093581,      -9.453216287,      -11.95511501
          0,           0,        1019,      -9.808658149,      -8.140479851,      -9.456302671,      -11.95001329
          0,           0,        1020,      -9.605273531,      -8.143139034,      -9.346763877,      -11.96267342
          0,           0,        1021,      -9.703815648,      -8.143825586,      -9.410584692,      -11.96366674
          0,           0,        1022,      -9.788965048,      -8.144520991,      -9.459000392,      -11.96118042
          0,           0,        1023,      -9.812669675,      -8.145890892,      -9.461000208,      -11.95603831
          0,           0,        1024,      -9.608507226,      -8.148522091,      -9.349786476,       -11.9687156
          0,           0,        1025,      -9.707185911,      -8.149204786,      -9.413793326,      -11.96970342
          0,           0,        1026,      -9.792080685,      -8.149896106,       -9.46250052,      -11.96720052
          0,           0,        1027,      -9.816047028,       -8.15125898,      -9.464496239,      -11.96203202
          0,           0,        1028,       -9.61463663,      -8.153890867,      -9.354086486,      -11.97473316
          0,           0,        1029,       -9.71257471,      -8.154571348,      -9.418255228,      -11.97572091
          0,           0,        1030,      -9.797091564,      -8.155261829,      -9.467489036,      -11.97320893
          0,           0,        1031,      -9.820944924,       -8.15662712,       -9.47006621,      -11.96802267
          0,           0,        1032,      -9.621070586,      -8.159269302,      -9.360925662,      -11.98075573
          0,           0,        1033,      -9.718470578,      -8.159957093,      -9.425220385,      -11.98174513
          0,           0,        1034,      -9.803166463,      -8.160653386,      -9.474672139,      -11.97922512
          0,           0,        1035,      -9.827325567,       -8.16202803,      -9.477717618,       -11.9740193
          0,           0,        1036,      -9.627527312,      -8.164682852,       -9.36901596,      -11.98678911
          0,           0,        1037,      -9.724747002,      -8.165376989,      -9.433302243,      -11.98777905
          0,           0,        1038,      -9.809561204,      -8.166078343,      -9.482490274,      -11.98524739
          0,           0,        1039,      -9.833836739,      -8.167459953,      -9.485412268,      -11.98001547
          0,           0,        1040,      -9.633068327,      -8.170117518,       -9.37616815,       -11.9928217
          0,           0,        1041,      -9.730525483,      -8.170815357,      -9.440236248,      -11.99381047
          0,           0,        1042,      -9.815378002,      -8.171519281,      -9.488936641,      -11.99126359
          0,           0,        1043,      -9.839484508,       -8.17290197,      -9.491334937,      -11.98600177
          0,           0,        1044,       -9.63772699,      -8.175553255,      -9.381180139,      -11.99884235
          0,           0,        1045,      -9.735568614,      -8.176251221,      -9.444932858,      -11.99982921
          0,           0,        1046,      -9.820461679,       -8.17695459,      -9.493285626,      -11.99726629
          0,           0,        1047,      -9.844246441,      -8.178333598,      -9.495191223,      -11.99197584
          0,           0,        1048,      -9.642027474,       -8.18097756,      -9.384386449,      -12.00484953
          0,           0,        1049,      -9.740095597,      -8.181672562,      -9.447936934,      -12.00583491
          0,           0,        1050,      -9.825047125,      -8.182373311,      -9.496260488,      -12.00325766
          0,           0,        1051,      -9.848602476,      -8.183747949,      -9.498029983,      -11.99794241
          0,           0,        1052,      -9.646654728,      -8.186390215,      -9.387255759,      -12.01084977
          0,           0,        1053,      -9.744697668,      -8.187081355,      -9.450840405,      -12.01183471
          0,           0,        1054,      -9.829681852,      -8.187779535,       -9.49940527,      -12.00924543
          0,           0,        1055,      -9.853271978,      -8.189152787,      -9.501421242,      -12.00390832
          0,           0,        1056,      -9.652167744,      -8.191800645,      -9.391305162,      -12.01685101
          0,           0,        1057,      -9.749993846,      -8.192489034,      -9.455106355,      -12.01783649
          0,           0,        1058,      -9.834928673,      -8.193186133,      -9.504005557,      -12.01523672
          0,           0,        1059,      -9.858755078,      -8.194561845,      -9.506414778,      -12.00987857
          0,           0,        1060,      -9.658547177,      -8.197219144,      -9.397093241,      -12.02285769
          0,           0,        1061,      -9.756078135,      -8.197906628,      -9.461146563,      -12.02384406
          0,           0,        1062,      -9.840884817,      -8.198604179,      -9.510302239,      -12.02123385
          0,           0,        1063,      -9.864948309,      -8.199984239,      -9.512965689,      -12.01585374
          0,           0,        1064,       -9.66516078,      -8.202649191,      -9.404011962,      -12.02886967
          0,           0,        1065,      -9.762441351,      -8.203337235,      -9.468238848,      -12.02622946
          0,           0,        1066,      -9.802296482,      -8.204692822,      -9.482646887,      -12.02084346
          0,           0,        1067,      -9.665139494,      -8.207367845,      -9.400103571,      -12.03393864
          0,           0,        1068,      -9.761108208,      -8.208071885,      -9.467039616,      -12.03495326
          0,           0,        1069,      -9.847515493,      -8.208785412,      -9.514580424,      -12.03234646
          0,           0,        1070,       -9.87155647,       -8.21017597,      -9.520048186,      -12.02694548
          0,           0,        1071,      -9.673050683,      -8.212824336,      -9.412246138,      -12.04003563
          0,           0,        1072,      -9.768077236,      -8.213512649,       -9.47555325,      -12.04102948
          0,           0,        1073,      -9.851093848,      -8.214209607,      -9.524109172,       -12.0383931
          0,           0,        1074,      -9.875017318,      -8.215586973,      -9.526148248,      -12.03295974
          0,           0,        1075,      -9.679523317,      -8.218246188,      -9.418133763,      -12.04609765
          0,           0,        1076,      -9.776934512,      -8.218946639,      -9.482360338,      -12.04709459
          0,           0,        1077,      -9.861911013,      -8.219653781,       -9.53214832,        -12.044447
          0,           0,        1078,      -9.886277564,       -8.22104447,      -9.534844775,      -12.03898915
          0,           0,        1079,       -9.68574845,       -8.22371654,      -9.425226843,      -12.05216273
          0,           0,        1080,      -9.783557971,       -8.22441055,      -9.489337759,      -12.05315486
          0,           0,        1081,      -9.868711117,      -8.225113208,      -9.538534048,      -12.05048917
          0,           0,        1082,      -9.892088073,       -8.22649706,      -9.540514691,      -12.04499877
          0,           0,        1083,      -9.688111079,      -8.229146064,      -9.429004926,      -12.05820146
          0,           0,        1084,      -9.786723159,      -8.229840987,      -9.493088209,      -12.05918897
          0,           0,        1085,      -9.872176274,      -8.230542806,      -9.542033975,       -12.0565055
          0,           0,        1086,       -9.89598761,      -8.231921269,      -9.543678002,      -12.05098526
          0,           0,        1087,      -9.693083598,      -8.234567201,      -9.432046365,      -12.06421631
          0,           0,        1088,      -9.791614632,      -8.235254838,      -9.496089144,       -12.0652022
          0,           0,        1089,      -9.876592782,      -8.235952017,      -9.545153646,      -12.06250585
          0,           0,        1090,      -9.900082888,      -8.237326818,      -9.546929253,      -12.05696335
          0,           0,        1091,      -9.698459902,      -8.239972692,      -9.436205796,      -12.07022543
          0,           0,        1092,      -9.796696654,      -8.240661669,      -9.500253595,      -12.07121207
          0,           0,        1093,      -9.881668459,      -8.241360219,      -9.549602826,      -12.06850643
          0,           0,        1094,      -9.905271038,      -8.242738374,      -9.551795666,      -12.06294563
          0,           0,        1095,      -9.704699376,        -8.2453937,       -9.44193143,      -12.07624256
          0,           0,        1096,      -9.802489984,      -8.246084444,      -9.506089692,      -12.07723042
          0,           0,        1097,      -9.887483251,      -8.246784879,      -9.555615333,       -12.0745157
          0,           0,        1098,      -9.911234293,      -8.248168283,      -9.558033686,      -12.06893553
          0,           0,        1099,      -9.710884221,      -8.250832738,      -9.448400032,      -12.08226927
          0,           0,        1100,      -9.808389406,      -8.251524972,      -9.512666627,      -12.07952248
          0,           0,        1101,      -9.848293982,      -8.252884287,      -9.527135761,      -12.07393582
          0,           0,        1102,      -9.710637096,      -8.255560479,      -9.443968832,      -12.08734944
          0,           0,        1103,      -9.806908244,      -8.256268838,      -9.510921429,      -12.08462687
          0,           0,        1104,      -9.850200709,      -8.257643987,      -9.527599192,      -12.07905192
          0,           0,        1105,      -9.712211013,        -8.2603132,      -9.445653208,       -12.0925051
          0,           0,        1106,      -9.806063866,      -8.261020374,      -9.511109183,      -12.08978105
          0,           0,        1107,      -9.848761358,      -8.262387051,      -9.526792791,       -12.0842001
          0,           0,        1108,      -9.715016444,      -8.265048904,      -9.446603472,      -12.09769837
          0,           0,        1109,       -9.80857153,      -8.265762253,       -9.51197168,      -12.09497555
          0,           0,        1110,      -9.851422971,      -8.267134319,       -9.52827435,      -12.08939108
          0,           0,        1111,      -9.720011651,      -8.269810988,      -9.449892318,      -12.10293982
          0,           0,        1112,      -9.813704341,      -8.270528841,      -9.515218702,      -12.10398047
          0,           0,        1113,      -9.898600409,      -8.271251148,      -9.562796137,      -12.10126459
          0,           0,        1114,      -9.922899293,      -8.272651593,       -9.56831907,      -12.09564056
          0,           0,        1115,      -9.731675813,      -8.275322486,      -9.464326645,      -12.10918989
          0,           0,        1116,      -9.827199218,      -8.276023535,      -9.527668751,       -12.1102044
          0,           0,        1117,       -9.91108047,      -8.276732005,      -9.577314455,      -12.10744916
          0,           0,        1118,      -9.935166075,      -8.278127452,      -9.579996792,      -12.10177761
          0,           0,        1119,      -9.738759345,      -8.280812054,      -9.472965636,      -12.11536568
          0,           0,        1120,      -9.837317622,      -8.281514073,      -9.537266892,      -12.11637197
          0,           0,        1121,      -9.923195647,       -8.28222456,      -9.587427761,      -12.11359221
          0,           0,        1122,      -9.947264562,      -8.283622778,      -9.589927306,       -12.1078769
          0,           0,        1123,       -9.74354422,      -8.286295347,      -9.479248876,      -12.12148174
          0,           0,        1124,      -9.842535197,      -8.286982966,      -9.543619343,      -12.12247557
