"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    
          0,           0,        1808,      -10.70169621,      -9.268282257,      -10.40747951,      -13.20168482
          0,           0,        1809,      -10.80235386,      -9.269004008,      -10.47482007,      -13.20265591
          0,           0,        1810,      -10.88891588,      -9.269747413,      -10.52984539,      -13.19792543
          0,           0,        1811,      -10.91005184,      -9.271235876,      -10.52948304,      -13.18853508
          0,           0,        1812,      -10.70738721,      -9.274041357,      -10.41219509,      -13.20798089
          0,           0,        1813,      -10.80779639,       -9.27476518,      -10.47958885,      -13.20895301
          0,           0,        1814,      -10.89437203,      -9.275510644,      -10.53486363,      -13.20421509
          0,           0,        1815,      -10.91560014,       -9.27700344,      -10.53484716,      -13.19480959
          0,           0,        1816,      -10.71397788,      -9.279819368,      -10.41830527,      -13.21428701
          0,           0,        1817,      -10.81400929,      -9.280545688,      -10.48581858,      -13.21526043
          0,           0,        1818,      -10.90062892,      -9.281293474,       -10.5412615,      -13.21051474
          0,           0,        1819,      -10.92197737,      -9.282791774,       -10.5414312,      -13.20109237
          0,           0,        1820,        -10.720651,       -9.28561685,      -10.42516983,      -13.22060498
          0,           0,        1821,      -10.82040234,      -9.286344715,      -10.49275955,      -13.21578357
          0,           0,        1822,      -10.86160332,      -9.287798711,       -10.5100453,      -13.20633401
          0,           0,        1823,      -10.72190972,      -9.290634091,      -10.42120977,      -13.22592691
          0,           0,        1824,      -10.82005442,      -9.291379254,      -10.49165511,      -13.22114121
          0,           0,        1825,      -10.86357704,      -9.292857741,      -10.51079597,      -13.21171256
          0,           0,        1826,      -10.72323788,      -9.295698149,      -10.42274678,      -13.23134132
          0,           0,        1827,      -10.81909106,      -9.296446443,      -10.49233234,      -13.22655545
          0,           0,        1828,      -10.86207309,      -9.297920665,       -10.5108025,      -13.21712267
          0,           0,        1829,       -10.7260727,      -9.300755557,      -10.42424383,      -13.23679622
          0,           0,        1830,       -10.8217135,      -9.301510784,      -10.49386147,      -13.23201488
          0,           0,        1831,      -10.86503437,      -9.302991035,      -10.51286721,       -13.2225826
          0,           0,        1832,      -10.73131729,      -9.305840086,      -10.42788508,      -13.24230788
          0,           0,        1833,      -10.82717365,      -9.306599764,      -10.49748007,      -13.24334257
          0,           0,        1834,      -10.91325743,      -9.307376554,      -10.55168676,      -13.23861024
          0,           0,        1835,      -10.93432704,       -9.30890339,      -10.55413423,      -13.22915906
          0,           0,        1836,      -10.74244716,      -9.311741721,      -10.44301082,      -13.24888594
          0,           0,        1837,      -10.84058067,      -9.312482458,      -10.51026161,      -13.24988843
          0,           0,        1838,      -10.92617681,      -9.313239933,      -10.56583145,       -13.2451071
          0,           0,        1839,      -10.94797764,      -9.314748387,      -10.56624343,      -13.23560538
          0,           0,        1840,      -10.75096238,      -9.317585845,      -10.45272798,       -13.2553732
          0,           0,        1841,      -10.85190681,       -9.31832253,      -10.52026256,        -13.256366
          0,           0,        1842,      -10.93925653,      -9.319078508,      -10.57603586,      -13.25155875
          0,           0,        1843,       -10.9607861,      -9.320586252,      -10.57632124,      -13.24201231
          0,           0,        1844,      -10.75627598,       -9.32340905,      -10.45962409,       -13.2617907
          0,           0,        1845,      -10.85747098,      -9.324131687,      -10.52705684,      -13.26276767
          0,           0,        1846,      -10.94443961,      -9.324876844,      -10.58226795,      -13.25793366
          0,           0,        1847,      -10.96525919,      -9.326369042,      -10.58170793,       -13.2483466
          0,           0,        1848,      -10.75979856,      -9.329167642,      -10.46332406,       -13.2681303
          0,           0,        1849,      -10.86096594,      -9.329887298,      -10.53089828,      -13.26910058
          0,           0,        1850,      -10.94769734,      -9.330629467,      -10.58629668,      -13.26425218
          0,           0,        1851,       -10.9687577,      -9.332117392,      -10.58572705,      -13.25464261
          0,           0,        1852,      -10.76572941,      -9.334922103,      -10.46777363,       -13.2744398
          0,           0,        1853,      -10.86631872,       -9.33564241,      -10.53559459,      -13.27541066
          0,           0,        1854,      -10.95286678,      -9.336386264,       -10.5914924,      -13.27055682
          0,           0,        1855,       -10.9739036,      -9.337880415,      -10.59140056,      -13.26093494
          0,           0,        1856,      -10.77258364,      -9.340701567,      -10.47457945,      -13.28075864
          0,           0,        1857,      -10.87274976,      -9.341429917,      -10.54260225,      -13.28173177
          0,           0,        1858,       -10.9595115,      -9.342180349,      -10.59878119,      -13.27687261
          0,           0,        1859,      -10.98083716,      -9.343685399,      -10.59910851,      -13.26723579
          0,           0,        1860,      -10.77991904,      -9.346521929,      -10.48291475,      -13.28709516
          0,           0,        1861,      -10.87987023,      -9.347255712,      -10.55094432,      -13.28806884
          0,           0,        1862,      -10.96668319,       -9.34801048,      -10.60696102,      -13.28319934
          0,           0,        1863,      -10.98816286,      -9.349522093,      -10.60724039,      -13.27353975
          0,           0,        1864,      -10.78657779,      -9.352361778,      -10.49079133,      -13.29343573
          0,           0,        1865,      -10.88659386,      -9.353097351,      -10.55861088,      -13.29440815
          0,           0,        1866,      -10.97329814,      -9.353853226,      -10.61421519,      -13.28952438
          0,           0,        1867,      -10.99466343,       -9.35536473,      -10.61409679,      -13.27983798
          0,           0,        1868,       -10.7921795,      -9.358197495,      -10.49687253,       -13.2997668
          0,           0,        1869,      -10.89242322,      -9.358932056,      -10.56441831,      -13.30073745
          0,           0,        1870,      -10.97904621,       -9.35968654,      -10.61969232,      -13.29583921
          0,           0,        1871,      -11.00011093,      -9.361193755,      -10.61915868,      -13.28612804
          0,           0,        1872,      -10.79703268,      -9.364018693,      -10.50120839,       -13.3060865
          0,           0,        1873,      -10.89747037,      -9.364750775,      -10.56860437,      -13.30705591
          0,           0,        1874,      -10.98412915,      -9.365503001,      -10.62381113,      -13.30214545
          0,           0,        1875,       -11.0049431,      -9.367006258,      -10.62313097,      -13.29241387
          0,           0,        1876,      -10.80189333,      -9.369829469,      -10.50501148,      -13.31240196
          0,           0,        1877,      -10.90238062,      -9.370559295,      -10.57245569,      -13.31337108
          0,           0,        1878,       -10.9891339,      -9.371310084,      -10.62782885,      -13.30845074
          0,           0,        1879,      -11.00994796,      -9.372812849,      -10.62732684,      -13.29870144
          0,           0,        1880,       -10.8075348,      -9.375641566,      -10.50967287,      -13.31872136
          0,           0,        1881,       -10.9079076,      -9.376370287,      -10.57729041,      -13.31969101
          0,           0,        1882,      -10.99469247,       -9.37712106,      -10.63291173,      -13.31476181
          0,           0,        1883,      -11.01572133,      -9.378626817,      -10.63273086,      -13.30499483
          0,           0,        1884,      -10.81412818,      -9.381464358,      -10.51578028,      -13.32504868
          0,           0,        1885,      -10.91427345,      -9.382193079,      -10.58357042,      -13.32601917
          0,           0,        1886,      -11.00097623,      -9.382944746,      -10.63937514,      -13.32108077
          0,           0,        1887,      -11.02223693,      -9.384454646,      -10.63941266,      -13.31129474
          0,           0,        1888,      -10.82112373,      -9.387298948,      -10.52287251,      -13.33138324
          0,           0,        1889,      -10.92103296,      -9.388028296,      -10.59075806,      -13.32636612
          0,           0,        1890,      -10.96238578,      -9.389490901,      -10.60826193,      -13.31655167
          0,           0,        1891,       -10.8227527,      -9.392343941,      -10.51921491,      -13.33671914
          0,           0,        1892,      -10.92094921,      -9.393090691,      -10.58999882,      -13.33772482
          0,           0,        1893,      -11.00859702,      -9.393862485,      -10.64483498,      -13.33280213
          0,           0,        1894,      -11.02888588,      -9.395393662,      -10.64680245,      -13.32300517
          0,           0,        1895,      -10.82928887,      -9.398233907,      -10.53125094,       -13.3431611
          0,           0,        1896,      -10.92701697,      -9.398967074,      -10.59879159,       -13.3441392
          0,           0,        1897,      -11.01200645,      -9.399720149,      -10.65421715,      -13.33917871
          0,           0,        1898,      -11.03335334,      -9.401228701,      -10.65376052,      -13.32934889
          0,           0,        1899,      -10.83699214,       -9.40407013,      -10.53824119,      -13.34955568
          0,           0,        1900,      -10.93702583,       -9.40481084,      -10.60619321,      -13.35053926
          0,           0,        1901,      -11.02381354,      -9.405571218,      -10.66246265,      -13.34556983
          0,           0,        1902,      -11.04535285,      -9.407090802,      -10.66254138,      -13.33571929
          0,           0,        1903,      -10.84387193,      -9.409942503,      -10.54581168,      -13.35595989
          0,           0,        1904,       -10.9443115,      -9.410677129,      -10.61359267,      -13.35693666
          0,           0,        1905,      -11.03125813,      -9.411433088,      -10.66938531,      -13.35194833
          0,           0,        1906,      -11.05192283,      -9.412945736,      -10.66894479,      -13.34206552
          0,           0,        1907,      -10.84727726,      -9.415775885,      -10.55065399,      -13.36233179
          0,           0,        1908,      -10.94829338,      -9.416510137,      -10.61836079,       -13.3633025
          0,           0,        1909,      -11.03540211,      -9.417264355,      -10.67388943,      -13.35829666
          0,           0,        1910,      -11.05642933,      -9.418771476,      -10.67321375,      -13.34838549
          0,           0,        1911,      -10.85247475,      -9.421598956,      -10.55464407,      -13.36867505
          0,           0,        1912,      -10.95339973,      -9.422327268,      -10.62232601,      -13.36964397
          0,           0,        1913,       -11.0401285,      -9.423078021,      -10.67791627,      -13.36462665
          0,           0,        1914,      -11.06096776,       -9.42458326,      -10.67736051,      -13.35469564
          0,           0,        1915,      -10.85820859,       -9.42741343,      -10.55943165,      -13.37501099
          0,           0,        1916,      -10.95889172,      -9.428143921,      -10.62717029,      -13.37598098
          0,           0,        1917,      -11.04564013,      -9.428896833,      -10.68300594,      -13.37095622
          0,           0,        1918,      -11.06657067,      -9.430406534,      -10.68278802,         -13.36101
          0,           0,        1919,      -10.86484895,      -9.433247256,      -10.56559458,      -13.38135687
          0,           0,        1920,      -10.96516196,      -9.433980305,      -10.63345271,      -13.38232817
          0,           0,        1921,      -11.05195774,      -9.434735573,      -10.68945468,      -13.37729561
          0,           0,        1922,      -11.07300546,      -9.436250774,      -10.68941814,      -13.36733247
          0,           0,        1923,       -10.8715861,      -9.439100565,      -10.57251001,      -13.38771463
          0,           0,        1924,      -10.97161964,      -9.439835116,      -10.64044071,       -13.3826017
          0,           0,        1925,      -11.01300502,      -9.441303705,      -10.65800795,      -13.37260857
          0,           0,        1926,       -10.8729871,      -9.444163335,      -10.56858436,      -13.39307073
          0,           0,        1927,      -10.97137888,      -9.444915222,      -10.63938217,      -13.38799424
          0,           0,        1928,      -11.01498172,      -9.446409428,      -10.65878446,       -13.3780222
          0,           0,        1929,      -10.87430354,      -9.449275826,      -10.57012725,       -13.3985201
          0,           0,        1930,      -10.97041249,      -9.450031395,      -10.64013072,       -13.3934433
          0,           0,        1931,      -11.01347776,       -9.45152186,      -10.65889394,      -13.38346709
          0,           0,        1932,      -10.87714991,       -9.45438295,      -10.57170301,      -13.40401003
          0,           0,        1933,      -10.97305835,      -9.455145538,      -10.64174399,      -13.39893808
          0,           0,        1934,      -11.01648397,      -9.456642108,      -10.66103302,       -13.3889627
          0,           0,        1935,       -10.8824334,      -9.459517168,      -10.57540411,      -13.40955757
          0,           0,        1936,      -10.97856903,      -9.460284212,      -10.64542101,      -13.41059082
          0,           0,        1937,      -11.06479571,      -9.461069313,      -10.70027077,      -13.40557233
          0,           0,        1938,      -11.08548792,      -9.462614508,      -10.70244307,      -13.39558064
          0,           0,        1939,      -10.89355681,      -9.465478292,      -10.59064741,      -13.41617795
          0,           0,        1940,      -10.99201471,      -9.466226064,      -10.65828621,      -13.41717877
          0,           0,        1941,      -11.07779831,      -9.466991078,      -10.71440907,       -13.4121106
          0,           0,        1942,      -11.09931603,      -9.468515961,      -10.71461026,       -13.4020686
          0,           0,        1943,      -10.90224454,       -9.47137675,       -10.6004789,      -13.42270703
          0,           0,        1944,       -11.0034892,      -9.472119796,      -10.66833697,      -13.42369809
          0,           0,        1945,      -11.09099681,      -9.472882838,      -10.72463478,      -13.41860388
          0,           0,        1946,      -11.11221134,      -9.474406515,      -10.72471923,       -13.4085168
          0,           0,        1947,      -10.90763617,      -9.477252358,      -10.60744102,      -13.42916526
          0,           0,        1948,      -11.00910572,      -9.477981368,      -10.67518619,      -13.43014017
          0,           0,        1949,      -11.09622386,      -9.478733581,      -10.73092818,      -13.42501895
          0,           0,        1950,      -11.11673431,      -9.480241841,      -10.73018341,      -13.41489075
          0,           0,        1951,      -10.91119551,        -9.4830641,      -10.61121448,      -13.43554386
          0,           0,        1952,      -11.01262019,      -9.483790287,      -10.67910225,        -13.436512
          0,           0,        1953,      -11.09950691,      -9.484539704,      -10.73502762,      -13.43137636
          0,           0,        1954,      -11.12025748,      -9.486044136,      -10.73427163,      -13.42122535
          0,           0,        1955,      -10.91712095,      -9.488873259,      -10.61570763,      -13.44189136
          0,           0,        1956,      -11.01798568,      -9.489600474,      -10.68385062,      -13.44286013
          0,           0,        1957,      -11.10471436,      -9.490351905,      -10.74027415,      -13.43771909
          0,           0,        1958,      -11.12545284,      -9.491863033,      -10.73998681,      -13.42755563
          0,           0,        1959,      -10.92402885,        -9.4947092,      -10.62254428,      -13.44824801
          0,           0,        1960,      -11.02448385,      -9.495444528,      -10.69089461,      -13.44921909
          0,           0,        1961,      -11.11143249,      -9.496202609,      -10.74760251,      -13.44407271
          0,           0,        1962,      -11.13245817,      -9.497724735,       -10.7477274,      -13.43389434
          0,           0,        1963,      -10.93145438,      -9.500586312,      -10.63092234,      -13.45462267
          0,           0,        1964,      -11.03169381,      -9.501326919,      -10.69927859,      -13.45559433
          0,           0,        1965,      -11.11868619,        -9.5020892,      -10.75582965,      -13.45043756
          0,           0,        1966,      -11.13986467,      -9.503617689,      -10.75590917,      -13.44023651
          0,           0,        1967,       -10.9382161,      -9.506482142,      -10.63886703,      -13.46100181
          0,           0,        1968,      -11.03850809,      -9.507224293,      -10.70701133,      -13.46197228
          0,           0,        1969,       -11.1253777,      -9.507987472,      -10.76315441,      -13.45680125
          0,           0,        1970,      -11.14644245,      -9.509515592,      -10.76284471,      -13.44657351
          0,           0,        1971,      -10.94390478,      -9.512372876,      -10.64503946,      -13.46737183
          0,           0,        1972,       -11.0444133,      -9.513113881,      -10.71291163,      -13.46834061
          0,           0,        1973,      -11.13119232,      -9.513875563,       -10.7687261,      -13.46315521
          0,           0,        1974,      -11.15195795,      -9.515399289,      -10.76800871,      -13.45290286
          0,           0,        1975,      -10.94881933,      -9.518248715,      -10.64947881,      -13.47373075
          0,           0,        1976,      -11.04952003,      -9.518987294,      -10.71720521,      -13.47469838
          0,           0,        1977,      -11.13633537,      -9.519746769,      -10.77295088,      -13.46950088
          0,           0,        1978,      -11.15685102,       -9.52126662,      -10.77208831,      -13.45922821
          0,           0,        1979,      -10.95372418,      -9.524114444,      -10.65338126,      -13.48008558
          0,           0,        1980,      -11.05448017,      -9.524850932,      -10.72115758,      -13.48105297
          0,           0,        1981,       -11.1413967,      -9.525609098,      -10.77706487,      -13.47584565
          0,           0,        1982,      -11.16191196,      -9.527128605,      -10.77637561,      -13.46555527
          0,           0,        1983,      -10.95940524,      -9.529982024,      -10.65812205,      -13.48644439
          0,           0,        1984,       -11.0600537,      -9.530717551,       -10.7260683,      -13.48741233
          0,           0,        1985,       -11.1470083,        -9.5314758,       -10.7822169,      -13.48219612
          0,           0,        1986,      -11.16773668,      -9.532998363,      -10.78184168,      -13.47188801
          0,           0,        1987,      -10.96604177,       -9.53586053,      -10.66428231,      -13.49281106
          0,           0,        1988,      -11.06646679,      -9.536596103,      -10.73239415,      -13.49377984
          0,           0,        1989,      -11.15334187,      -9.537355257,      -10.78871939,      -13.48855438
          0,           0,        1990,      -11.17429975,      -9.538881895,      -10.78855763,      -13.47822718
          0,           0,        1991,      -10.97308734,      -9.541750637,      -10.67140827,      -13.49918489
          0,           0,        1992,      -11.07327685,      -9.542486791,      -10.73960856,      -13.49387638
          0,           0,        1993,      -11.11481278,      -9.543963889,      -10.75736938,      -13.48351813
          0,           0,        1994,      -10.97484469,      -9.546840899,       -10.6677609,      -13.50455436
          0,           0,        1995,      -11.07329018,        -9.5475945,      -10.73887017,      -13.50555865
          0,           0,        1996,      -11.16106217,      -9.548374168,      -10.79429779,      -13.50034946
          0,           0,        1997,      -11.18096338,      -9.549923343,        -10.796012,      -13.49001109
          0,           0,        1998,      -10.98129475,      -9.552789449,      -10.67984136,      -13.51103614
          0,           0,        1999,      -11.07931068,      -9.553529773,      -10.74774323,      -13.51201256
          0,           0,        2000,      -11.16448053,      -9.554290484,       -10.8037052,      -13.50676499
          0,           0,        2001,      -11.18554468,      -9.555815826,      -10.80305272,      -13.49639423
          0,           0,        2002,      -10.98911316,      -9.558681761,      -10.68693846,      -13.51747044
          0,           0,        2003,      -11.08943526,      -9.559429156,      -10.75520509,      -13.51845268
          0,           0,        2004,      -11.17639481,      -9.560196886,      -10.81197695,      -13.51319638
          0,           0,        2005,      -11.19763035,      -9.561732964,       -10.8118586,      -13.50280503
          0,           0,        2006,      -10.99608219,      -9.564608815,      -10.69456644,      -13.52391493
          0,           0,        2007,      -11.09680863,      -9.565350094,      -10.76265992,      -13.52489019
          0,           0,        2008,       -11.1839208,       -9.56611334,      -10.81896694,      -13.51961486
          0,           0,        2009,      -11.20428771,      -9.567642397,       -10.8183436,      -13.50919108
          0,           0,        2010,      -10.99959765,      -9.570496818,       -10.6995129,      -13.53032655
          0,           0,        2011,      -11.10087608,      -9.571237561,      -10.76753027,      -13.53129567
          0,           0,        2012,      -11.18813472,      -9.571998968,      -10.82357415,      -13.52600277
          0,           0,        2013,      -11.20885399,      -9.573522502,      -10.82272122,      -13.51555046
          0,           0,        2014,      -11.00482468,      -9.576374327,       -10.7035995,      -13.53670894
          0,           0,        2015,      -11.10601254,      -9.577109319,      -10.77159333,      -13.53767628
          0,           0,        2016,      -11.19290269,      -9.577867415,      -10.82769486,      -13.53237188
          0,           0,        2017,      -11.21344602,       -9.57938928,      -10.82695966,      -13.52189957
          0,           0,        2018,      -11.01060131,      -9.582244102,       -10.7084576,      -13.54308354
          0,           0,        2019,      -11.11155372,      -9.582981381,      -10.77651142,      -13.54405199
          0,           0,        2020,      -11.19846965,      -9.583741733,      -10.83285465,      -13.53874015
          0,           0,        2021,      -11.21910374,      -9.585268188,      -10.83244968,      -13.52825258
          0,           0,        2022,      -11.01729107,      -9.588133663,      -10.71467306,      -13.54946795
          0,           0,        2023,      -11.11788058,      -9.588873553,      -10.78284621,      -13.55043773
          0,           0,        2024,      -11.20484706,      -9.589636292,      -10.83935394,      -13.54511807
          0,           0,        2025,      -11.22559539,      -9.591168237,      -10.83912583,      -13.53461359
          0,           0,        2026,       -11.0240907,      -9.594042689,      -10.72163876,      -13.55586429
          0,           0,        2027,      -11.12440128,      -9.594784034,      -10.78988076,      -13.55046008
          0,           0,        2028,      -11.16596976,      -9.596267143,      -10.80770046,      -13.53992305
          0,           0,        2029,      -11.02562678,      -9.599150923,      -10.71774197,      -13.56125342
          0,           0,        2030,      -11.12426172,      -9.599909635,      -10.78886144,      -13.55588629
          0,           0,        2031,      -11.16794748,      -9.601419479,      -10.80850186,      -13.54537043
          0,           0,        2032,      -11.02693417,      -9.604311759,      -10.71929533,      -13.56673643
          0,           0,        2033,      -11.12329453,      -9.605074692,       -10.7896814,      -13.56136885
          0,           0,        2034,      -11.16644599,      -9.606581306,      -10.80871172,      -13.55084885
          0,           0,        2035,      -11.02979337,      -9.609468475,      -10.72094859,      -13.57226013
          0,           0,        2036,      -11.12596473,      -9.610238511,      -10.79137629,      -13.56689776
          0,           0,        2037,      -11.16949699,      -9.611751304,        -10.810923,      -13.55637898
          0,           0,        2038,      -11.03511601,      -9.614652249,      -10.72470924,      -13.57784235
          0,           0,        2039,      -11.13152569,      -9.615426745,        -10.795111,      -13.57887469
          0,           0,        2040,      -11.21789131,      -9.616220126,      -10.85054776,      -13.57356986
          0,           0,        2041,       -11.2382146,      -9.617783499,      -10.85246767,       -13.5630373
          0,           0,        2042,      -11.04623857,      -9.620672642,       -10.7400713,      -13.58450387
          0,           0,        2043,      -11.14501342,      -9.621427526,      -10.80806279,      -13.58550364
          0,           0,        2044,      -11.23097781,      -9.622200047,      -10.86468432,       -13.5801486
          0,           0,        2045,      -11.25221361,       -9.62374118,       -10.8646896,      -13.56956617
          0,           0,        2046,      -11.05509134,       -9.62662523,      -10.75000888,      -13.59107387
          0,           0,        2047,      -11.15662955,       -9.62737473,      -10.81816043,      -13.59206383
          0,           0,        2048,      -11.24428936,      -9.628144811,      -10.87493098,      -13.58668267
          0,           0,        2049,      -11.26519135,      -9.629684255,       -10.8748296,       -13.5760548
          0,           0,        2050,         -11.06056,      -9.632553104,      -10.75703353,      -13.59757193
          0,           0,        2051,      -11.16229795,      -9.633288577,      -10.82506293,      -13.59854541
          0,           0,        2052,      -11.24955975,      -9.634047822,      -10.88128451,      -13.59313699
          0,           0,        2053,      -11.26976219,      -9.635571989,      -10.88036859,      -13.58246745
          0,           0,        2054,      -11.06415505,      -9.638417886,      -10.76087767,      -13.60398853
          0,           0,        2055,       -11.1658322,      -9.639150706,      -10.82905154,      -13.60495517
          0,           0,        2056,      -11.25286895,      -9.639907358,      -10.88545357,      -13.59953228
          0,           0,        2057,      -11.27331122,      -9.641428155,      -10.88452456,      -13.58883957
          0,           0,        2058,      -11.07007765,      -9.644281674,      -10.76541541,      -13.61037295
          0,           0,        2059,      -11.17121246,      -9.645015895,      -10.83385268,      -13.61134025
          0,           0,        2060,      -11.25811588,      -9.645774884,      -10.89075182,      -13.60591196
          0,           0,        2061,      -11.27855702,      -9.647302836,      -10.89028272,      -13.59520668
          0,           0,        2062,      -11.07703831,      -9.650173967,       -10.7722851,      -13.61676624
          0,           0,        2063,      -11.17777635,      -9.650916365,      -10.84093454,      -13.61773588
          0,           0,        2064,      -11.26490584,       -9.65168207,      -10.89812067,      -13.61230225
          0,           0,        2065,      -11.28563256,      -9.653221101,      -10.89805709,      -13.60158214
          0,           0,        2066,      -11.08455029,      -9.656107632,      -10.78070595,      -13.62317787
          0,           0,        2067,      -11.18507212,      -9.656855151,      -10.84936004,      -13.62414813
          0,           0,        2068,      -11.27223793,      -9.657624916,      -10.90639386,       -13.6187041
          0,           0,        2069,      -11.29311583,      -9.659170095,      -10.90628714,      -13.60796146
          0,           0,        2070,      -11.09140978,      -9.662059193,      -10.78871563,      -13.62959447
          0,           0,        2071,      -11.19197263,      -9.662808014,      -10.85715562,       -13.6305636
          0,           0,        2072,       -11.2790021,       -9.66357847,       -10.9137853,      -13.62510536
          0,           0,        2073,      -11.29976663,      -9.665123018,      -10.91329741,      -13.61433623
          0,           0,        2074,       -11.0971816,      -9.668004699,      -10.79497437,      -13.63600234
          0,           0,        2075,      -11.19795065,      -9.668752247,      -10.86314367,      -13.63696989
          0,           0,        2076,      -11.28488092,      -9.669521107,      -10.91944645,      -13.63149741
          0,           0,        2077,      -11.30534791,      -9.671061162,      -10.91855815,      -13.62070384
          0,           0,        2078,      -11.10215665,      -9.673934974,      -10.79951256,       -13.6423994
          0,           0,        2079,      -11.20311628,      -9.674680153,         -10.86754,      -13.64336589
          0,           0,        2080,      -11.29008363,      -9.675446857,      -10.92377287,      -13.63788144
          0,           0,        2081,      -11.31030183,       -9.67698313,      -10.92274087,      -13.62706768
          0,           0,        2082,      -11.10710715,      -9.679855484,      -10.80351135,      -13.64879251
          0,           0,        2083,      -11.20812724,      -9.680598728,      -10.87159047,       -13.6497588
          0,           0,        2084,      -11.29520215,      -9.681364251,      -10.92798081,       -13.6442646
          0,           0,        2085,      -11.31541979,      -9.682900327,      -10.92711764,      -13.63343316
          0,           0,        2086,       -11.1128297,      -9.685778369,      -10.80833045,      -13.65518961
          0,           0,        2087,       -11.2137485,      -9.686520785,      -10.87657642,      -13.65615645
          0,           0,        2088,      -11.30086736,      -9.687286483,      -10.93320181,      -13.65065335
          0,           0,        2089,      -11.32129655,      -9.688825674,       -10.9326459,      -13.63980417
          0,           0,        2090,      -11.11951022,      -9.691712384,      -10.81454392,      -13.66159448
          0,           0,        2091,      -11.22020916,      -9.692454883,      -10.88294891,      -13.66256217
          0,           0,        2092,       -11.3072506,      -9.693221489,      -10.93974457,      -13.65704978
          0,           0,        2093,       -11.3279069,      -9.694764683,      -10.93939736,      -13.64618153
          0,           0,        2094,      -11.12660507,      -9.697657775,      -10.82170449,      -13.66800644
          0,           0,        2095,      -11.22706893,      -9.698400806,      -10.89019138,      -13.66240714
          0,           0,        2096,      -11.26878549,      -9.699892295,      -10.90818153,      -13.65150544
          0,           0,        2097,      -11.12848458,      -9.702793146,      -10.81806376,      -13.67340838
          0,           0,        2098,      -11.22717411,      -9.703553666,      -10.88946946,      -13.67441184
          0,           0,        2099,      -11.31506582,      -9.704341167,      -10.94543737,      -13.66891625
          0,           0,        2100,      -11.33458617,      -9.705908153,       -10.9469197,      -13.65803657
          0,           0,        2101,       -11.1348558,      -9.708800009,      -10.83019671,      -13.67992865
          0,           0,        2102,      -11.23315378,      -9.709547557,      -10.89842784,      -13.68090403
          0,           0,        2103,      -11.31849779,      -9.710315866,      -10.95487436,      -13.67536958
          0,           0,        2104,      -11.33927933,      -9.711857808,      -10.95403883,      -13.66445816
          0,           0,        2105,      -11.14278352,      -9.714748137,       -10.8373945,      -13.68640159
          0,           0,        2106,      -11.24338861,      -9.715502299,       -10.9059469,      -13.68738314
          0,           0,        2107,      -11.33051466,      -9.716277355,      -10.96317161,      -13.68184022
          0,           0,        2108,      -11.35144802,      -9.717829745,      -10.96287017,      -13.67090839
          0,           0,        2109,      -11.14984074,      -9.720729637,      -10.84507854,      -13.69288529
          0,           0,        2110,      -11.25084801,       -9.72147764,       -10.9134559,      -13.69385969
          0,           0,        2111,      -11.33812001,      -9.722248135,      -10.97022705,      -13.68829763
          0,           0,        2112,      -11.35818961,      -9.723793409,      -10.96943385,      -13.67733325
          0,           0,        2113,      -11.15346206,      -9.726671981,      -10.85012417,      -13.69933556
          0,           0,        2114,      -11.25499767,      -9.727419296,      -10.91842391,      -13.70030373
          0,           0,        2115,      -11.34240117,      -9.728187863,      -10.97493307,      -13.69472407
          0,           0,        2116,      -11.36281348,      -9.729727626,      -10.97391517,        -13.683731
          0,           0,        2117,      -11.15871939,      -9.732603691,      -10.85430339,      -13.70575599
          0,           0,        2118,      -11.26016501,      -9.733345441,      -10.92258109,      -13.70672238
          0,           0,        2119,      -11.34721105,      -9.734110848,      -10.97914453,       -13.7011312
          0,           0,        2120,      -11.36745882,      -9.735649154,      -10.97824219,      -13.69011801
          0,           0,        2121,      -11.16453886,      -9.738528519,      -10.85923052,       -13.7121681
          0,           0,        2122,      -11.26575522,      -9.739272663,      -10.92757133,      -13.71313564
          0,           0,        2123,      -11.35283318,      -9.740040423,      -10.98437315,      -13.70753704
          0,           0,        2124,      -11.37317146,      -9.741583445,      -10.98379386,      -13.69650857
          0,           0,        2125,      -11.17127784,       -9.74447356,      -10.86549826,      -13.71858987
          0,           0,        2126,      -11.27213807,      -9.745220362,      -10.93395818,      -13.71955875
          0,           0,        2127,      -11.35926956,      -9.745990535,      -10.99092272,      -13.71395233
          0,           0,        2128,      -11.37971936,      -9.747539033,      -10.99051604,      -13.70290701
          0,           0,        2129,      -11.17813862,      -9.750438021,      -10.87251377,      -13.72502362
          0,           0,        2130,       -11.2787204,      -9.751186227,      -10.94103896,      -13.71932892
          0,           0,        2131,      -11.32046912,       -9.75268374,      -10.95908364,      -13.70824877
          0,           0,        2132,      -11.17980376,      -9.755591506,      -10.86864102,      -13.73044465
          0,           0,        2133,      -11.27867705,      -9.756357105,      -10.94005331,      -13.72478759
          0,           0,        2134,       -11.3224464,      -9.757882462,      -10.95990961,      -13.71372861
          0,           0,        2135,      -11.18110468,      -9.760800449,      -10.87020921,      -13.73596001
          0,           0,        2136,      -11.27771132,      -9.761570797,      -10.94094489,      -13.73030237
          0,           0,        2137,      -11.32094996,      -9.763093422,      -10.96021763,      -13.71923936
          0,           0,        2138,      -11.18397802,      -9.766006482,      -10.87193885,      -13.74151622
