"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,         479,      -7.627587757,      -4.978142822,      -5.847676814,       -2.16336839
          0,           0,         480,      -7.707442034,       -4.94650337,      -5.849608469,      -2.242805528
          0,           0,         481,      -7.811514003,      -4.923160059,      -5.851627598,      -2.346208812
          0,           0,         482,      -7.954632708,      -4.907178398,      -5.853684763,      -2.488120179
          0,           0,         483,      -8.174614069,      -4.897945329,      -5.855737291,      -2.705375575
          0,           0,         484,      -8.628344765,      -4.895087763,      -5.857751053,      -3.149204975
          0,           0,         485,      -8.607984296,       -4.89842759,      -5.859701408,      -3.167960384
          0,           0,         486,      -8.175349247,      -4.907961319,      -5.861574893,      -2.721242784
          0,           0,         487,      -7.965526127,      -4.923859377,      -5.863368767,      -2.508311199
          0,           0,         488,      -7.830549763,      -4.946484786,      -5.865090564,      -2.372023466
          0,           0,         489,      -7.733921228,      -4.976435519,      -5.866756605,      -2.274686574
          0,           0,         490,      -7.661183522,      -5.014620992,      -5.868389794,      -2.201515359
          0,           0,         491,      -7.605169667,      -5.062393576,      -5.870017289,      -2.145217109
          0,           0,         492,       -7.56183574,      -5.121775378,      -5.871667714,       -2.10168975
          0,           0,         493,      -7.528708224,      -5.195856395,       -5.87336821,      -2.068429484
          0,           0,         494,       -7.50419825,      -5.289490758,      -5.875141629,       -2.04383045
          0,           0,         495,      -7.487262403,      -5.410318411,      -5.877003675,      -2.026839324
          0,           0,         496,      -7.477221944,      -5.567899133,      -5.878960631,      -2.016771643
          0,           0,         497,      -7.473662779,      -5.744136841,      -5.881007565,      -2.013210339
          0,           0,         498,      -7.476381149,      -5.763146946,      -5.883127113,      -2.015950745
          0,           0,         499,      -7.485358753,      -5.598868327,      -5.885288966,      -2.024975483
          0,           0,         500,      -7.500760542,      -5.443182697,      -5.887450426,      -2.040452371
          0,           0,         501,      -7.522954596,      -5.324969788,      -5.889557593,      -2.062754807
          0,           0,         502,      -7.552559405,      -5.235085132,      -5.891547714,      -2.092510101
          0,           0,         503,      -7.590532335,      -5.165499595,      -5.893352434,      -2.130690005
          0,           0,         504,      -7.638329043,      -5.111079235,       -5.89490175,      -2.178774221
          0,           0,         505,      -7.698198963,      -5.068563999,      -5.896128709,      -2.239054534
          0,           0,         506,       -7.77377067,      -5.035826313,      -5.896974062,      -2.315240506
          0,           0,         507,      -7.871337238,      -5.011444474,      -5.897391361,      -2.413800052
          0,           0,         508,      -8.003143002,      -4.994459949,      -5.897350467,      -2.547432622
          0,           0,         509,      -8.198042008,      -4.984236645,      -5.896840978,      -2.746627214
          0,           0,         510,      -8.553354353,      -4.980378593,      -5.895872915,       -3.12059103
          0,           0,         511,      -8.836714273,      -4.982683258,      -5.894477863,       -3.37998764
          0,           0,         512,      -8.327278526,      -4.991118945,      -5.892705575,      -2.856851939
          0,           0,         513,      -8.091627752,      -5.005820786,      -5.890622652,      -2.623806041
          0,           0,         514,      -7.945049403,       -5.02710455,      -5.888307316,      -2.478626852
          0,           0,         515,      -7.841792883,      -5.055500858,      -5.885845108,       -2.37618988
          0,           0,         516,      -7.764716433,      -5.091817414,      -5.883324276,      -2.299638035
          0,           0,         517,      -7.705600895,      -5.137243565,      -5.880831315,      -2.240878325
          0,           0,         518,       -7.65990678,      -5.193522602,      -5.878447307,      -2.195433936
          0,           0,         519,      -7.624896296,      -5.263230757,      -5.876244768,      -2.160601195
          0,           0,         520,      -7.598826185,       -5.35019125,      -5.874285478,       -2.13465664
          0,           0,         521,      -7.580556063,      -5.459799115,       -5.87261883,      -2.116471803
          0,           0,         522,      -7.569342376,      -5.596905852,      -5.871280895,      -2.105310319
          0,           0,         523,      -7.564725049,      -5.744343149,      -5.870294282,      -2.100716184
          0,           0,         524,      -7.566465573,      -5.789561459,      -5.869668231,      -2.102452663
          0,           0,         525,       -7.57451737,      -5.673940103,      -5.869399432,       -2.11047299
          0,           0,         526,      -7.589020224,      -5.533074753,      -5.869472877,       -2.12491478
          0,           0,         527,      -7.610317299,      -5.417930909,      -5.869863301,      -2.146116675
          0,           0,         528,      -7.638999328,      -5.328101292,      -5.870536828,      -2.174661672
          0,           0,         529,      -7.675988841,      -5.257760809,      -5.871452808,      -2.211459669
          0,           0,         530,      -7.722692548,      -5.202380318,       -5.87256595,       -2.25789661
          0,           0,         531,      -7.781283347,      -5.158877894,      -5.873828489,       -2.31610988
          0,           0,         532,      -7.855256405,      -5.125175001,      -5.875192577,      -2.389529736
          0,           0,         533,      -7.950641348,      -5.099856033,      -5.876612557,      -2.484054706
          0,           0,         534,      -8.079069527,      -5.081953162,      -5.878046894,      -2.611008733
          0,           0,         535,      -8.267574789,      -5.070814767,      -5.879460659,      -2.796511101
          0,           0,         536,      -8.605855968,      -5.066025813,       -5.88082684,      -3.126236178
          0,           0,         537,      -9.009743549,      -5.067361255,      -5.882127008,      -3.597461584
          0,           0,         538,      -8.440929568,      -5.074761956,      -5.883352623,      -2.994216919
          0,           0,         539,      -8.192529535,      -5.088327999,      -5.884504626,      -2.738924365
          0,           0,         540,      -8.040758648,      -5.108327823,      -5.885592663,      -2.584596536
          0,           0,         541,      -7.934560037,      -5.135224605,      -5.886633702,      -2.477095127
          0,           0,         542,      -7.855491145,      -5.169724589,      -5.887650252,       -2.39725319
          0,           0,         543,       -7.79486158,      -5.212855796,      -5.888668264,      -2.336124636
          0,           0,         544,      -7.747918378,      -5.266089154,      -5.889714436,      -2.288844006
          0,           0,         545,       -7.71181097,      -5.331509716,      -5.890814467,      -2.252504005
          0,           0,         546,      -7.684728716,      -5.411991459,      -5.891990268,      -2.225262764
          0,           0,         547,      -7.665486131,      -5.510999398,      -5.893257988,      -2.205916698
          0,           0,         548,      -7.653305696,      -5.629829435,      -5.894626535,      -2.193677695
          0,           0,         549,      -7.647698408,      -5.751890786,      -5.896096151,      -2.188050886
          0,           0,         550,      -7.648397799,      -5.803607593,      -5.897657381,      -2.188767328
          0,           0,         551,      -7.655326949,      -5.729972764,      -5.899290987,      -2.195750453
          0,           0,         552,      -7.668589326,      -5.611097161,       -5.90096822,      -2.209106894
          0,           0,         553,      -7.688481018,      -5.503529589,      -5.902651795,      -2.229139257
          0,           0,         554,       -7.71552759,      -5.416096386,      -5.904297358,      -2.256384235
          0,           0,         555,      -7.750555836,      -5.346283665,      -5.905855675,       -2.29168684
          0,           0,         556,      -7.794823158,      -5.290692324,      -5.907275256,      -2.336334656
          0,           0,         557,      -7.850253423,      -5.246659291,      -5.908505222,      -2.392303748
          0,           0,         558,      -7.919890603,       -5.21227303,      -5.909498566,      -2.462735065
          0,           0,         559,      -8.008851769,      -5.186186181,      -5.910215303,      -2.552946049
          0,           0,         560,      -8.126605728,      -5.167456373,      -5.910625419,       -2.67289136
          0,           0,         561,      -8.293582179,       -5.15543667,      -5.910711037,      -2.844530442
          0,           0,         562,      -8.567076897,      -5.149704797,      -5.910468027,      -3.133122181
          0,           0,         563,      -9.068604707,       -5.15001964,      -5.909906422,      -3.709500939
          0,           0,         564,      -8.616704263,      -5.156297331,      -5.909050416,      -3.142557698
          0,           0,         565,      -8.330409958,        -5.1686021,      -5.907936591,      -2.859309241
          0,           0,         566,      -8.162677741,       -5.18715125,      -5.906612188,      -2.693846482
          0,           0,         567,      -8.047807267,      -5.212332865,       -5.90513221,      -2.580313297
          0,           0,         568,      -7.963258882,      -5.244739423,      -5.903556242,      -2.496612642
          0,           0,         569,      -7.898818625,      -5.285219497,      -5.901945755,      -2.432742455
          0,           0,         570,      -7.849043029,      -5.334947827,      -5.900360779,      -2.383364805
          0,           0,         571,      -7.810723949,      -5.395496323,      -5.898857618,      -2.345328561
          0,           0,         572,        -7.7818469,      -5.468811356,      -5.897486336,      -2.316652088
          0,           0,         573,      -7.761101321,      -5.556679748,      -5.896289211,      -2.296044545
          0,           0,         574,      -7.747628234,      -5.657976836,      -5.895299476,       -2.28265893
          0,           0,         575,      -7.740882718,      -5.758170932,      -5.894540369,      -2.275957303
          0,           0,         576,      -7.740557964,      -5.810206579,      -5.894025279,       -2.27563628
          0,           0,         577,      -7.746546371,      -5.771120965,      -5.893757523,      -2.281588763
          0,           0,         578,      -7.758926561,      -5.678998037,      -5.893731182,      -2.293891089
          0,           0,         579,      -7.777972894,      -5.583413979,      -5.893931699,      -2.312812157
          0,           0,         580,      -7.804189975,      -5.500817813,      -5.894337298,      -2.338846965
          0,           0,         581,      -7.838381906,      -5.432847565,      -5.894920183,      -2.372783898
          0,           0,         582,        -7.8817782,      -5.377790595,      -5.895648415,      -2.415826919
          0,           0,         583,      -7.936263762,      -5.333676712,      -5.896487196,      -2.469818157
          0,           0,         584,      -8.004820987,      -5.298895398,      -5.897402324,      -2.537664302
          0,           0,         585,      -8.092456506,      -5.272235976,      -5.898359693,      -2.624226141
          0,           0,         586,      -8.208411463,      -5.252818032,      -5.899328516,       -2.73842715
          0,           0,         587,      -8.372561097,      -5.240019463,      -5.900282638,      -2.899310974
          0,           0,         588,      -8.640770802,      -5.233422042,      -5.901201769,      -3.159928247
          0,           0,         589,      -9.183406696,      -5.232774782,      -5.902072367,      -3.724232073
          0,           0,         590,      -8.726913934,      -5.237970313,      -5.902890846,       -3.29650431
          0,           0,         591,      -8.427242601,      -5.249041223,      -5.903655301,      -2.980219324
          0,           0,         592,      -8.254973835,      -5.266151465,      -5.904369622,      -2.802794768
          0,           0,         593,      -8.137676157,      -5.289611671,      -5.905048579,      -2.683070374
          0,           0,         594,      -8.051493454,      -5.319896956,      -5.905710714,      -2.595506667
          0,           0,         595,      -7.985788372,      -5.357672614,      -5.906376584,      -2.528930755
          0,           0,         596,      -7.934938477,      -5.403816719,      -5.907067266,      -2.477498843
          0,           0,         597,      -7.895644652,      -5.459404043,      -5.907803038,      -2.437804608
          0,           0,         598,       -7.86583876,      -5.525530985,      -5.908601794,      -2.407722396
          0,           0,         599,      -7.844173855,      -5.602587957,      -5.909477748,      -2.385872378
          0,           0,         600,      -7.829762557,      -5.687788693,      -5.910439397,      -2.371347855
          0,           0,         601,      -7.822034395,      -5.768472714,      -5.911489472,      -2.363567308
          0,           0,         602,       -7.82065645,       -5.81401092,       -5.91262407,      -2.362192399
          0,           0,         603,      -7.825491454,      -5.795880313,      -5.913831584,      -2.367084865
          0,           0,         604,      -7.836581361,      -5.729581517,      -5.915094177,      -2.378289816
          0,           0,         605,       -7.85415223,      -5.649954946,      -5.916387081,      -2.396041109
          0,           0,         606,      -7.878641478,       -5.57560912,      -5.917680726,      -2.420790064
          0,           0,         607,      -7.910754957,      -5.511775781,      -5.918941634,      -2.453265517
          0,           0,         608,      -7.951570788,      -5.458749038,      -5.920134006,      -2.494583442
          0,           0,         609,      -8.002726163,      -5.415540841,      -5.921221664,      -2.546445489
          0,           0,         610,      -8.066766933,      -5.381024451,      -5.922170169,       -2.61151425
          0,           0,         611,       -8.14785179,      -5.354235083,      -5.922948881,      -2.694180422
          0,           0,         612,      -8.253333443,      -5.334419998,      -5.923533032,      -2.802325827
          0,           0,         613,      -8.397908411,      -5.321022057,      -5.923905097,      -2.952143115
          0,           0,         614,      -8.617224572,      -5.313651671,      -5.924056138,      -3.185443605
          0,           0,         615,      -9.011750735,        -5.3120626,      -5.923986627,      -3.652264136
          0,           0,         616,      -8.930346389,      -5.316135196,      -5.923705514,      -3.461635266
          0,           0,         617,      -8.582482181,      -5.325866668,      -5.923232616,      -3.107064753
          0,           0,         618,      -8.387664882,      -5.341368381,      -5.922593936,      -2.915355755
          0,           0,         619,      -8.258610351,      -5.362868006,      -5.921821998,        -2.7883632
          0,           0,         620,      -8.165251366,      -5.390714552,      -5.920954243,      -2.696329323
          0,           0,         621,       -8.09469303,      -5.425380298,      -5.920030424,      -2.626662114
          0,           0,         622,      -8.040322217,      -5.467443493,      -5.919091052,      -2.572912644
          0,           0,         623,      -7.998340512,      -5.517509128,       -5.91817533,      -2.531372953
          0,           0,         624,      -7.966401634,      -5.575952812,      -5.917319334,      -2.499749156
          0,           0,         625,      -7.942991636,      -5.642190099,       -5.91655474,      -2.476558871
          0,           0,         626,      -7.927116855,      -5.712803343,        -5.9159076,      -2.460827767
          0,           0,         627,      -7.918135999,      -5.777762458,      -5.915397543,      -2.451926119
          0,           0,         628,      -7.915667161,      -5.817543699,      -5.915037387,      -2.449478172
          0,           0,         629,      -7.919538134,      -5.813655944,      -5.914832978,      -2.453313613
          0,           0,         630,      -7.929765416,      -5.770101712,      -5.914783565,       -2.46344694
          0,           0,         631,       -7.94655622,      -5.708030938,      -5.914882017,      -2.480079183
          0,           0,         632,      -7.970334065,      -5.644284912,      -5.915115854,      -2.503622433
          0,           0,         633,      -8.001794906,      -5.586407569,      -5.915468103,      -2.534753823
          0,           0,         634,       -8.04201078,      -5.536652445,      -5.915918442,      -2.574515077
          0,           0,         635,      -8.092617463,      -5.495179669,      -5.916444786,      -2.624492282
          0,           0,         636,      -8.156166967,      -5.461488153,       -5.91702392,      -2.687152375
          0,           0,         637,      -8.236840438,      -5.434953013,      -5.917633675,      -2.766520539
          0,           0,         638,      -8.342057798,      -5.415007883,       -5.91825354,      -2.869701724
          0,           0,         639,      -8.486746799,       -5.40119669,      -5.918866386,        -3.0108985
          0,           0,         640,        -8.7077253,      -5.393180625,      -5.919458705,      -3.225039623
          0,           0,         641,       -9.11884423,      -5.390731514,       -5.92002165,      -3.632862607
          0,           0,         642,      -9.028370198,      -5.393723145,      -5.920551007,      -3.637450697
          0,           0,         643,      -8.669810062,      -5.402124016,      -5.921047738,      -3.235591488
          0,           0,         644,      -8.473092004,      -5.415992139,      -5.921517363,      -3.027873661
          0,           0,         645,      -8.343095301,      -5.435470652,      -5.921969399,      -2.893220142
          0,           0,         646,      -8.249006744,      -5.460780333,      -5.922415134,       -2.79662417
          0,           0,         647,      -8.177773645,      -5.492200409,      -5.922870524,      -2.723859244
          0,           0,         648,      -8.122730601,      -5.530019917,      -5.923348788,      -2.667810558
          0,           0,         649,      -8.080054515,      -5.574414846,      -5.923865783,      -2.624447829
          0,           0,         650,      -8.047382864,      -5.625159201,      -5.924434693,      -2.591301011
          0,           0,         651,      -8.023187594,      -5.680977567,      -5.925066043,      -2.566781799
          0,           0,         652,      -8.006460307,      -5.738254045,      -5.925766969,      -2.549846614
          0,           0,         653,      -7.996542591,       -5.78914645,      -5.926540391,      -2.539816555
          0,           0,         654,      -7.993031371,      -5.821190815,      -5.927384647,      -2.536277633
          0,           0,         655,      -7.995727181,      -5.823279129,      -5.928293202,      -2.539026589
          0,           0,         656,      -8.004610272,      -5.795780634,      -5.929254736,      -2.548046117
          0,           0,         657,      -8.019838196,      -5.750142558,      -5.930253426,      -2.563502776
          0,           0,         658,      -8.041764217,      -5.698649132,      -5.931269698,      -2.585767043
          0,           0,         659,      -8.070981321,      -5.648865815,      -5.932281031,      -2.615460855
          0,           0,         660,      -8.108404113,      -5.604227502,      -5.933263126,      -2.653546441
          0,           0,         661,      -8.155414957,      -5.565915492,      -5.934191026,      -2.701486234
          0,           0,         662,      -8.214130496,      -5.534107528,      -5.935040255,      -2.761538684
          0,           0,         663,      -8.287917165,       -5.50859823,      -5.935788485,      -2.837342504
          0,           0,         664,      -8.382480652,      -5.489074648,      -5.936416803,      -2.935191948
          0,           0,         665,       -8.50846951,      -5.475231265,      -5.936910532,      -3.067256699
          0,           0,         666,      -8.688767296,      -5.466814508,      -5.937260241,        -3.2616753
          0,           0,         667,      -8.979223217,      -5.463637453,      -5.937462271,      -3.604163278
          0,           0,         668,      -9.199694241,      -5.465582276,      -5.937518961,      -3.802814556
          0,           0,         669,      -8.848635739,      -5.472597673,       -5.93743855,      -3.370706573
          0,           0,         670,      -8.621275624,      -5.484693428,      -5.937234616,      -3.144546629
          0,           0,         671,      -8.475043634,      -5.501931426,      -5.936925703,      -3.001013176
          0,           0,         672,      -8.371283598,      -5.524409389,      -5.936533649,      -2.899175357
          0,           0,         673,      -8.293668709,      -5.552228568,      -5.936082825,      -2.822888505
          0,           0,         674,      -8.234099938,      -5.585428467,      -5.935598876,       -2.76425559
          0,           0,         675,      -8.188043638,      -5.623855162,      -5.935107701,      -2.718869735
          0,           0,         676,      -8.152748469,       -5.66690311,       -5.93463361,      -2.684056526
          0,           0,         677,      -8.126457037,      -5.713039344,      -5.934198614,      -2.658105993
          0,           0,         678,      -8.108017779,      -5.759048879,      -5.933821784,      -2.639896155
          0,           0,         679,      -8.096679108,      -5.799250455,      -5.933518399,      -2.628693595
          0,           0,         680,      -8.091975629,       -5.82582074,      -5.933299236,      -2.624043209
          0,           0,         681,      -8.093665824,      -5.831938292,      -5.933170722,      -2.625707741
          0,           0,         682,      -8.101702148,      -5.816543041,      -5.933134625,      -2.633638626
          0,           0,         683,      -8.116225403,      -5.785216402,      -5.933188949,      -2.647970279
          0,           0,         684,      -8.137581847,      -5.745948445,      -5.933327763,      -2.669036142
          0,           0,         685,      -8.166367641,      -5.705156834,      -5.933541965,      -2.697410951
          0,           0,         686,      -8.203513448,      -5.666691433,      -5.933819784,      -2.733991222
          0,           0,         687,      -8.250437061,      -5.632467011,      -5.934148454,       -2.78014001
          0,           0,         688,      -8.309324222,      -5.603278398,      -5.934514302,      -2.837952916
          0,           0,         689,      -8.383677205,       -5.57935469,      -5.934903689,      -2.910776293
          0,           0,         690,      -8.479489605,       -5.56066873,      -5.935303898,       -3.00431626
          0,           0,         691,      -8.608111142,      -5.547095768,      -5.935704302,      -3.129358432
          0,           0,         692,      -8.794555543,      -5.538491161,      -5.936096388,      -3.309922077
          0,           0,         693,      -9.102707944,      -5.534726307,      -5.936474725,      -3.615480465
          0,           0,         694,      -9.284906309,      -5.535703592,      -5.936836846,      -3.963193746
          0,           0,         695,      -8.916213599,      -5.541359911,      -5.937183322,      -3.509183453
          0,           0,         696,      -8.693711253,       -5.55166249,      -5.937517697,      -3.261357755
          0,           0,         697,      -8.549977148,      -5.566597683,      -5.937846134,      -3.108238586
          0,           0,         698,      -8.447424698,      -5.586148883,      -5.938176563,      -3.000982746
          0,           0,         699,      -8.370339377,      -5.610256749,      -5.938518861,       -2.92114137
          0,           0,         700,      -8.310897062,      -5.638748903,      -5.938882103,      -2.859934035
          0,           0,         701,      -8.264697009,      -5.671216363,      -5.939276944,      -2.812544698
          0,           0,         702,      -8.229055547,      -5.706808985,      -5.939712278,      -2.776082711
          0,           0,         703,      -8.202249216,      -5.743924922,      -5.940195443,      -2.748711662
          0,           0,         704,      -8.183140536,      -5.779835135,      -5.940731488,      -2.729228987
          0,           0,         705,       -8.17097846,      -5.810479834,      -5.941322747,      -2.716845513
          0,           0,         706,      -8.165287125,      -5.830983832,      -5.941968985,      -2.711064041
          0,           0,         707,      -8.165803633,      -5.837364664,      -5.942666145,      -2.711612187
          0,           0,         708,      -8.172446464,      -5.828685556,      -5.943407282,      -2.718408652
          0,           0,         709,      -8.185305956,      -5.807648137,      -5.944182419,      -2.731553537
          0,           0,         710,      -8.204654422,      -5.778957576,      -5.944979078,      -2.751340169
          0,           0,         711,      -8.230978411,      -5.747191198,      -5.945782635,      -2.778291542
          0,           0,         712,      -8.265041539,      -5.715713798,      -5.946577063,      -2.813231452
          0,           0,         713,      -8.307996352,      -5.686612724,      -5.947345621,      -2.857412704
          0,           0,         714,      -8.361583587,      -5.661037125,      -5.948071794,      -2.912750163
          0,           0,         715,      -8.428502108,      -5.639552211,       -5.94874014,      -2.982266808
          0,           0,         716,       -8.51314392,      -5.622393252,      -5.949336863,       -3.07102263
          0,           0,         717,      -8.623193578,      -5.609622693,      -5.949850793,      -3.188299497
          0,           0,         718,      -8.773469163,      -5.601220597,      -5.950273849,      -3.353708082
          0,           0,         719,      -8.994501487,      -5.597133869,       -5.95060162,      -3.618296364
          0,           0,         720,      -9.275912639,      -5.597301219,      -5.950833013,      -4.010233172
          0,           0,         721,        -9.1145997,      -5.601662808,      -5.950970868,      -3.652959384
          0,           0,         722,      -8.862798586,      -5.610158804,      -5.951021751,      -3.382973378
          0,           0,         723,      -8.697420861,      -5.622719715,      -5.950995312,      -3.219005737
          0,           0,         724,      -8.581740749,      -5.639244016,      -5.950903769,      -3.105563122
          0,           0,         725,      -8.496092234,      -5.659560451,      -5.950761494,       -3.02167989
          0,           0,         726,      -8.430677592,      -5.683366879,      -5.950583955,      -2.957570692
          0,           0,         727,      -8.380097257,      -5.710135774,      -5.950386979,      -2.907949057
          0,           0,         728,      -8.341121921,      -5.738978452,      -5.950186186,      -2.869675328
          0,           0,         729,       -8.31170898,      -5.768475772,      -5.949996146,      -2.840768083
          0,           0,         730,      -8.290524078,      -5.796528948,      -5.949829762,      -2.819933286
          0,           0,         731,      -8.276690035,      -5.820371911,      -5.949697818,      -2.806319618
          0,           0,         732,      -8.269648506,      -5.836963495,      -5.949608621,      -2.799384276
          0,           0,         733,      -8.269083002,      -5.843860922,      -5.949567711,      -2.798818407
          0,           0,         734,      -8.274879177,      -5.840225504,      -5.949577526,      -2.804508449
          0,           0,         735,      -8.287110908,      -5.827222771,      -5.949639343,      -2.816522774
          0,           0,         736,      -8.306049495,      -5.807465275,      -5.949750306,       -2.83511953
          0,           0,         737,      -8.332197201,      -5.783978901,      -5.949906002,      -2.860778559
          0,           0,         738,      -8.366355072,      -5.759405935,      -5.950100475,      -2.894265489
          0,           0,         739,      -8.409745554,      -5.735695277,      -5.950326707,      -2.936747879
          0,           0,         740,       -8.46423393,      -5.714132937,      -5.950577349,      -2.990005272
          0,           0,         741,      -8.532745041,      -5.695501617,      -5.950843749,      -3.056826851
          0,           0,         742,      -8.620107401,      -5.680243559,      -5.951119665,      -3.141825267
          0,           0,         743,      -8.734930623,      -5.668587896,      -5.951398846,      -3.253304717
          0,           0,         744,      -8.894221672,      -5.660635707,      -5.951676362,      -3.408299921
          0,           0,         745,      -9.132894756,      -5.656413248,      -5.951948931,      -3.649335329
          0,           0,         746,       -9.38555727,       -5.65590239,      -5.952215163,       -4.05360561
          0,           0,         747,      -9.148924454,      -5.659055143,      -5.952475576,      -3.802118046
          0,           0,         748,      -8.911962001,      -5.665796177,      -5.952732553,      -3.504790152
          0,           0,         749,      -8.755945463,      -5.676014841,      -5.952990104,      -3.328831351
          0,           0,         750,      -8.645255887,      -5.689546474,      -5.953253577,      -3.208949692
          0,           0,         751,       -8.56241583,      -5.706140889,       -5.95352921,      -3.120991749
          0,           0,         752,       -8.49860492,      -5.725415414,      -5.953823713,      -3.054005977
          0,           0,         753,      -8.448886579,      -5.746790599,      -5.954142762,      -3.002188335
          0,           0,         754,      -8.410268842,      -5.769412553,      -5.954492369,       -2.96213438
          0,           0,         755,      -8.380837901,      -5.792078072,      -5.954877801,       -2.93171212
          0,           0,         756,      -8.359329486,      -5.813206303,      -5.955302829,      -2.909533913
          0,           0,         757,      -8.344901106,       -5.83092726,      -5.955769288,      -2.894685246
          0,           0,         758,      -8.337004838,      -5.843358668,      -5.956277086,      -2.886576823
          0,           0,         759,      -8.335315072,      -5.849060889,      -5.956824113,       -2.88486213
          0,           0,         760,      -8.339689448,      -5.847496379,      -5.957406221,      -2.889393628
          0,           0,         761,      -8.350152538,      -5.839222646,      -5.958017244,       -2.90020511
          0,           0,         762,       -8.36689826,      -5.825684492,      -5.958649403,      -2.917515605
          0,           0,         763,      -8.390311407,        -5.8087494,      -5.959293258,      -2.941755755
          0,           0,         764,      -8.421013621,      -5.790256364,      -5.959938474,      -2.973623752
          0,           0,         765,       -8.45994576,      -5.771746112,      -5.960574005,      -3.014187291
          0,           0,         766,      -8.508511416,      -5.754377611,      -5.961188833,      -3.065066519
          0,           0,         767,      -8.568831837,      -5.738958426,      -5.961772771,        -3.1287744
          0,           0,         768,      -8.644218626,      -5.726019031,      -5.962315426,      -3.209395235
          0,           0,         769,      -8.740100299,      -5.715888036,      -5.962808907,      -3.314080046
          0,           0,         770,      -8.865888193,      -5.708754329,      -5.963246852,      -3.456823263
          0,           0,         771,      -9.037850705,      -5.704711193,      -5.963624886,      -3.669580128
          0,           0,         772,      -9.262500215,      -5.703785493,      -5.963938227,       -4.01395725
          0,           0,         773,      -9.315011663,      -5.705949277,      -5.964195076,       -3.94339623
          0,           0,         774,      -9.102027536,      -5.711132274,      -5.964391382,      -3.631509803
          0,           0,         775,      -8.923374485,      -5.719211847,      -5.964531776,      -3.442937302
          0,           0,         776,      -8.795897788,      -5.730001951,      -5.964623093,      -3.315832412
          0,           0,         777,      -8.701731031,      -5.743231806,      -5.964673607,      -3.223244413
          0,           0,         778,      -8.630005553,       -5.75851607,      -5.964692444,      -3.152995726
          0,           0,         779,      -8.574528473,      -5.775318527,        -5.9646891,      -3.098708294
          0,           0,         780,       -8.53158284,      -5.792915495,      -5.964672994,      -3.056678153
          0,           0,         781,      -8.498822367,       -5.81037264,      -5.964653234,      -3.024601628
          0,           0,         782,      -8.474714676,      -5.826558968,      -5.964638114,      -3.000984613
          0,           0,         783,      -8.458245956,      -5.840227409,      -5.964634902,      -2.984841664
          0,           0,         784,      -8.448757266,      -5.850181442,      -5.964649485,      -2.975532667
          0,           0,         785,      -8.445852066,       -5.85550804,      -5.964686246,      -2.972671674
          0,           0,         786,      -8.449345966,      -5.855801158,      -5.964747952,      -2.976077566
          0,           0,         787,      -8.459244756,      -5.851271678,      -5.964835814,      -2.985752378
          0,           0,         788,      -8.475745144,      -5.842684169,      -5.964949771,      -3.001881488
          0,           0,         789,      -8.499257763,      -5.831155787,      -5.965087836,      -3.024855945
          0,           0,         790,      -8.530459945,      -5.817914388,      -5.965247767,      -3.055322319
          0,           0,         791,      -8.570390745,      -5.804108461,      -5.965426204,      -3.094275091
          0,           0,         792,      -8.620619548,      -5.790701583,      -5.965619346,      -3.143221908
          0,           0,         793,      -8.683549798,      -5.778441398,      -5.965823235,      -3.204488211
          0,           0,         794,      -8.762990086,      -5.767873773,      -5.966034154,      -3.281815664
          0,           0,         795,      -8.865276531,      -5.759376129,      -5.966248874,      -3.381653377
          0,           0,         796,       -9.00141843,       -5.75319333,      -5.966464962,      -3.516323843
          0,           0,         797,      -9.188337863,      -5.749468212,      -5.966681032,      -3.713040695
          0,           0,         798,      -9.395342379,      -5.748264242,      -5.966896312,      -4.031563891
          0,           0,         799,      -9.325802053,      -5.749579254,      -5.967111465,      -4.088033454
          0,           0,         800,      -9.114846199,       -5.75335184,      -5.967328235,      -3.758140401
          0,           0,         801,      -8.955132287,      -5.759460664,      -5.967549222,      -3.555315662
          0,           0,         802,      -8.839085227,      -5.767717681,      -5.967777648,       -3.42070232
          0,           0,         803,      -8.751695871,      -5.777855924,      -5.968017661,      -3.323503037
          0,           0,         804,      -8.684140698,      -5.789513689,        -5.9682735,      -3.250074346
          0,           0,         805,      -8.631263535,      -5.802218499,        -5.9685492,      -3.193401845
          0,           0,         806,      -8.589890226,      -5.815375822,      -5.968848545,      -3.149464573
          0,           0,         807,      -8.557974043,      -5.828272029,      -5.969174782,      -3.115782675
          0,           0,         808,      -8.534153206,      -5.840102976,      -5.969530211,      -3.090754845
          0,           0,         809,      -8.517510036,      -5.850038102,      -5.969916231,      -3.073324742
          0,           0,         810,       -8.50743412,      -5.857321668,      -5.970332922,      -3.062801236
          0,           0,         811,      -8.503543023,       -5.86139436,      -5.970779091,      -3.058758041
          0,           0,         812,      -8.505637233,      -5.862000288,      -5.971252731,      -3.060978505
          0,           0,         813,      -8.513678625,      -5.859240012,      -5.971749128,       -3.06942978
          0,           0,         814,      -8.527784905,      -5.853545051,      -5.972263371,      -3.084258507
          0,           0,         815,      -8.548242269,      -5.845586103,      -5.972789758,      -3.105808171
          0,           0,         816,       -8.57553587,      -5.836151766,      -5.973321873,       -3.13466168
          0,           0,         817,      -8.610406134,      -5.826036448,      -5.973852358,      -3.171721285
